VMName,VMState,TotalCPU,CPUShare,TotalMemory,Datastore,UsedSpaceGB,ProvisionedSpaceGB,Company,Owner,Product
JGRADIUSSERVER01,poweredOn,4,0,6144,QNAP-ALLFLASH-LUN2,N/A,N/A,Joyn
JGFWRP02,poweredOff,4,0,8192,DS18-LXST7LUN3-7TB-HDD-7-8-9-10,N/A,N/A,Joyn
JGFWRP01,poweredOn,4,0,8192,DS18-LXST7LUN3-7TB-HDD-7-8-9-10,25.848870754241943,26.56234884262085,Joyn
